kind,label_convention,dataset,model,method,seed,status,metric_name,metric_value,expected_rows,actual_rows,path
ablation,two_class,nq,Llama-3.1-8B-Instruct,contrastive_logprob_recon_b6,0,complete,mahalanobis_auroc,0.48177629429432467,,,runs/aug_grid_nq_memmap/nq_memmap/contrastive_logprob_recon_b6/seed_0
ablation,two_class,nq,Llama-3.1-8B-Instruct,contrastive_logprob_recon_b6,0,complete,knn_auroc,0.405644294633985,,,runs/aug_grid_nq_memmap/nq_memmap/contrastive_logprob_recon_b6/seed_0
ablation,halu_class,nq,Qwen3-8B,contrastive_logprob_recon_b5,0,complete,cosine_auroc,0.840573617227095,,,runs/aug_grid_nq_qwen3_memmap/nq_qwen3_memmap/contrastive_logprob_recon_b5/seed_0
ablation,halu_class,nq,Qwen3-8B,contrastive_logprob_recon_b5,0,complete,mahalanobis_auroc,0.8469890941296965,,,runs/aug_grid_nq_qwen3_memmap/nq_qwen3_memmap/contrastive_logprob_recon_b5/seed_0
ablation,halu_class,nq,Qwen3-8B,contrastive_logprob_recon_b5,0,complete,knn_auroc,0.8495872361518508,,,runs/aug_grid_nq_qwen3_memmap/nq_qwen3_memmap/contrastive_logprob_recon_b5/seed_0
ablation,two_class,nq,Qwen3-8B,contrastive_logprob_recon_b6,0,complete,cosine_auroc,0.2541614715837976,,,runs/aug_grid_nq_qwen3_memmap/nq_qwen3_memmap/contrastive_logprob_recon_b6/seed_0
ablation,two_class,nq,Qwen3-8B,contrastive_logprob_recon_b6,0,complete,mahalanobis_auroc,0.2318096025151008,,,runs/aug_grid_nq_qwen3_memmap/nq_qwen3_memmap/contrastive_logprob_recon_b6/seed_0
ablation,two_class,nq,Qwen3-8B,contrastive_logprob_recon_b6,0,complete,knn_auroc,0.2112787150948488,,,runs/aug_grid_nq_qwen3_memmap/nq_qwen3_memmap/contrastive_logprob_recon_b6/seed_0
ablation,halu_class,sciq,Llama-3.1-8B-Instruct,contrastive_logprob_recon_b5,0,complete,cosine_auroc,0.7151808443388974,,,runs/aug_grid_sciq_memmap/sciq_memmap/contrastive_logprob_recon_b5/seed_0
ablation,halu_class,sciq,Llama-3.1-8B-Instruct,contrastive_logprob_recon_b5,0,complete,mahalanobis_auroc,0.7178332849259367,,,runs/aug_grid_sciq_memmap/sciq_memmap/contrastive_logprob_recon_b5/seed_0
ablation,halu_class,sciq,Llama-3.1-8B-Instruct,contrastive_logprob_recon_b5,0,complete,knn_auroc,0.753092378397772,,,runs/aug_grid_sciq_memmap/sciq_memmap/contrastive_logprob_recon_b5/seed_0
ablation,two_class,sciq,Llama-3.1-8B-Instruct,contrastive_logprob_recon_b6,0,complete,cosine_auroc,0.5363546667577865,,,runs/aug_grid_sciq_memmap/sciq_memmap/contrastive_logprob_recon_b6/seed_0
ablation,two_class,sciq,Llama-3.1-8B-Instruct,contrastive_logprob_recon_b6,0,complete,mahalanobis_auroc,0.5953127402572995,,,runs/aug_grid_sciq_memmap/sciq_memmap/contrastive_logprob_recon_b6/seed_0
ablation,two_class,sciq,Llama-3.1-8B-Instruct,contrastive_logprob_recon_b6,0,complete,knn_auroc,0.6004211443508568,,,runs/aug_grid_sciq_memmap/sciq_memmap/contrastive_logprob_recon_b6/seed_0
ablation,halu_class,sciq,Qwen3-8B,contrastive_logprob_recon_b5,0,complete,cosine_auroc,0.7959753396892124,,,runs/aug_grid_sciq_qwen3_memmap/sciq_qwen3_memmap/contrastive_logprob_recon_b5/seed_0
ablation,halu_class,sciq,Qwen3-8B,contrastive_logprob_recon_b5,0,complete,mahalanobis_auroc,0.8044159597627806,,,runs/aug_grid_sciq_qwen3_memmap/sciq_qwen3_memmap/contrastive_logprob_recon_b5/seed_0
ablation,halu_class,sciq,Qwen3-8B,contrastive_logprob_recon_b5,0,complete,knn_auroc,0.8195143007281736,,,runs/aug_grid_sciq_qwen3_memmap/sciq_qwen3_memmap/contrastive_logprob_recon_b5/seed_0
ablation,two_class,sciq,Qwen3-8B,contrastive_logprob_recon_b6,0,complete,cosine_auroc,0.6704381240147137,,,runs/aug_grid_sciq_qwen3_memmap/sciq_qwen3_memmap/contrastive_logprob_recon_b6/seed_0
ablation,two_class,sciq,Qwen3-8B,contrastive_logprob_recon_b6,0,complete,mahalanobis_auroc,0.7183113129644921,,,runs/aug_grid_sciq_qwen3_memmap/sciq_qwen3_memmap/contrastive_logprob_recon_b6/seed_0
ablation,two_class,sciq,Qwen3-8B,contrastive_logprob_recon_b6,0,complete,knn_auroc,0.7442524960588545,,,runs/aug_grid_sciq_qwen3_memmap/sciq_qwen3_memmap/contrastive_logprob_recon_b6/seed_0
ablation,unlabeled,nq,Llama-3.1-8B-Instruct,contrastive_logprob_recon_c0,0,complete,cosine_auroc,0.5105698196032384,,,runs/sharedtrunk_grid_nq_llama_memmap/nq_memmap/contrastive_logprob_recon_c0/seed_0
ablation,unlabeled,nq,Llama-3.1-8B-Instruct,contrastive_logprob_recon_c0,0,complete,mahalanobis_auroc,0.5225467834333475,,,runs/sharedtrunk_grid_nq_llama_memmap/nq_memmap/contrastive_logprob_recon_c0/seed_0
ablation,unlabeled,nq,Llama-3.1-8B-Instruct,contrastive_logprob_recon_c0,0,complete,knn_auroc,0.5207701742221412,,,runs/sharedtrunk_grid_nq_llama_memmap/nq_memmap/contrastive_logprob_recon_c0/seed_0
ablation,unlabeled,nq,Qwen3-8B,contrastive_logprob_recon_c0,0,complete,cosine_auroc,0.5179894008297719,,,runs/sharedtrunk_grid_nq_qwen3_memmap/nq_qwen3_memmap/contrastive_logprob_recon_c0/seed_0
ablation,unlabeled,nq,Qwen3-8B,contrastive_logprob_recon_c0,0,complete,mahalanobis_auroc,0.5187155112562132,,,runs/sharedtrunk_grid_nq_qwen3_memmap/nq_qwen3_memmap/contrastive_logprob_recon_c0/seed_0
ablation,unlabeled,nq,Qwen3-8B,contrastive_logprob_recon_c0,0,complete,knn_auroc,0.5174534764813894,,,runs/sharedtrunk_grid_nq_qwen3_memmap/nq_qwen3_memmap/contrastive_logprob_recon_c0/seed_0
ablation,unlabeled,sciq,Llama-3.1-8B-Instruct,contrastive_logprob_recon_c0,0,complete,cosine_auroc,0.5262019271838854,,,runs/sharedtrunk_grid_sciq_llama_memmap/sciq_memmap/contrastive_logprob_recon_c0/seed_0
ablation,unlabeled,sciq,Llama-3.1-8B-Instruct,contrastive_logprob_recon_c0,0,complete,mahalanobis_auroc,0.5451085749431925,,,runs/sharedtrunk_grid_sciq_llama_memmap/sciq_memmap/contrastive_logprob_recon_c0/seed_0
ablation,unlabeled,sciq,Llama-3.1-8B-Instruct,contrastive_logprob_recon_c0,0,complete,knn_auroc,0.5281602911277784,,,runs/sharedtrunk_grid_sciq_llama_memmap/sciq_memmap/contrastive_logprob_recon_c0/seed_0
ablation,unlabeled,sciq,Qwen3-8B,contrastive_logprob_recon_c0,0,complete,cosine_auroc,0.5398102619923429,,,runs/sharedtrunk_grid_sciq_qwen3_memmap/sciq_qwen3_memmap/contrastive_logprob_recon_c0/seed_0
ablation,unlabeled,sciq,Qwen3-8B,contrastive_logprob_recon_c0,0,complete,mahalanobis_auroc,0.5434558216350124,,,runs/sharedtrunk_grid_sciq_qwen3_memmap/sciq_qwen3_memmap/contrastive_logprob_recon_c0/seed_0
ablation,unlabeled,sciq,Qwen3-8B,contrastive_logprob_recon_c0,0,complete,knn_auroc,0.5360427145109226,,,runs/sharedtrunk_grid_sciq_qwen3_memmap/sciq_qwen3_memmap/contrastive_logprob_recon_c0/seed_0
