kind,dataset,model,method,seed,status,metric_name,metric_value,expected_rows,actual_rows,path
training,hotpotqa,Llama-3.1-8B-Instruct,contrastive_logprob_recon,3,complete,cosine_auroc,0.8437504535259581,,,runs/baseline_comparison_hotpotqa/hotpotqa/contrastive_logprob_recon/seed_3
training,hotpotqa,Llama-3.1-8B-Instruct,contrastive_logprob_recon,3,complete,mahalanobis_auroc,0.8513876657431229,,,runs/baseline_comparison_hotpotqa/hotpotqa/contrastive_logprob_recon/seed_3
training,hotpotqa,Llama-3.1-8B-Instruct,contrastive_logprob_recon,3,complete,knn_auroc,0.8540720034303053,,,runs/baseline_comparison_hotpotqa/hotpotqa/contrastive_logprob_recon/seed_3
training,hotpotqa,Llama-3.1-8B-Instruct,contrastive_logprob_recon,4,complete,cosine_auroc,0.8388907991951975,,,runs/baseline_comparison_hotpotqa/hotpotqa/contrastive_logprob_recon/seed_4
training,hotpotqa,Llama-3.1-8B-Instruct,contrastive_logprob_recon,4,complete,mahalanobis_auroc,0.8488370769839699,,,runs/baseline_comparison_hotpotqa/hotpotqa/contrastive_logprob_recon/seed_4
training,hotpotqa,Llama-3.1-8B-Instruct,contrastive_logprob_recon,4,complete,knn_auroc,0.8516089451810804,,,runs/baseline_comparison_hotpotqa/hotpotqa/contrastive_logprob_recon/seed_4
training,hotpotqa,Llama-3.1-8B-Instruct,linear_probe,0,complete,auroc,0.8211272570529509,,,runs/baseline_comparison_hotpotqa/hotpotqa/linear_probe/seed_0
training,hotpotqa,Llama-3.1-8B-Instruct,linear_probe,1,complete,auroc,0.823509672471799,,,runs/baseline_comparison_hotpotqa/hotpotqa/linear_probe/seed_1
training,hotpotqa,Llama-3.1-8B-Instruct,linear_probe,2,complete,auroc,0.8217247179893132,,,runs/baseline_comparison_hotpotqa/hotpotqa/linear_probe/seed_2
training,hotpotqa,Llama-3.1-8B-Instruct,linear_probe,3,complete,auroc,0.8218459331090442,,,runs/baseline_comparison_hotpotqa/hotpotqa/linear_probe/seed_3
training,hotpotqa,Llama-3.1-8B-Instruct,linear_probe,4,complete,auroc,0.8209008674714691,,,runs/baseline_comparison_hotpotqa/hotpotqa/linear_probe/seed_4
training,hotpotqa,Llama-3.1-8B-Instruct,token_entropy,,complete,,,,,runs/baseline_comparison_hotpotqa/hotpotqa/token_entropy
training,hotpotqa,Llama-3.1-8B-Instruct,logprob_baseline,,complete,mean_logprob_auroc,0.614323679356062,,,runs/baseline_comparison_hotpotqa/hotpotqa/logprob_baseline
training,hotpotqa,Llama-3.1-8B-Instruct,logprob_baseline,,complete,perplexity_auroc,0.6143236793560619,,,runs/baseline_comparison_hotpotqa/hotpotqa/logprob_baseline
training,hotpotqa,Llama-3.1-8B-Instruct,logprob_baseline,,complete,seq_logprob_auroc,0.6139809682120801,,,runs/baseline_comparison_hotpotqa/hotpotqa/logprob_baseline
training,hotpotqa,Llama-3.1-8B-Instruct,saplma,0,complete,auroc,0.6936162098423378,,,runs/baseline_comparison_hotpotqa/hotpotqa/saplma/seed_0
training,hotpotqa,Llama-3.1-8B-Instruct,saplma,1,complete,auroc,0.6890707253116961,,,runs/baseline_comparison_hotpotqa/hotpotqa/saplma/seed_1
training,hotpotqa,Llama-3.1-8B-Instruct,saplma,2,complete,auroc,0.6927116729335708,,,runs/baseline_comparison_hotpotqa/hotpotqa/saplma/seed_2
training,hotpotqa,Llama-3.1-8B-Instruct,saplma,3,complete,auroc,0.6943576423246915,,,runs/baseline_comparison_hotpotqa/hotpotqa/saplma/seed_3
training,hotpotqa,Llama-3.1-8B-Instruct,saplma,4,complete,auroc,0.6977712497526222,,,runs/baseline_comparison_hotpotqa/hotpotqa/saplma/seed_4
training,hotpotqa,Llama-3.1-8B-Instruct,saplma_logprob_recon,0,complete,auroc,0.6971193680321921,,,runs/baseline_comparison_hotpotqa/hotpotqa/saplma_logprob_recon/seed_0
training,hotpotqa,Llama-3.1-8B-Instruct,saplma_logprob_recon,1,complete,auroc,0.6972257404842008,,,runs/baseline_comparison_hotpotqa/hotpotqa/saplma_logprob_recon/seed_1
training,hotpotqa,Llama-3.1-8B-Instruct,saplma_logprob_recon,2,complete,auroc,0.6952244953492974,,,runs/baseline_comparison_hotpotqa/hotpotqa/saplma_logprob_recon/seed_2
training,hotpotqa,Llama-3.1-8B-Instruct,saplma_logprob_recon,3,complete,auroc,0.6979514232469161,,,runs/baseline_comparison_hotpotqa/hotpotqa/saplma_logprob_recon/seed_3
training,hotpotqa,Llama-3.1-8B-Instruct,saplma_logprob_recon,4,complete,auroc,0.693666881060756,,,runs/baseline_comparison_hotpotqa/hotpotqa/saplma_logprob_recon/seed_4
training,hotpotqa,Llama-3.1-8B-Instruct,llmsknow_probe,0,complete,auroc,0.8288193482419685,,,runs/baseline_comparison_hotpotqa/hotpotqa/llmsknow_probe/seed_0
training,hotpotqa,Llama-3.1-8B-Instruct,llmsknow_probe,0,complete,sweep_best_dev_auroc,0.7704196572303772,,,runs/baseline_comparison_hotpotqa/hotpotqa/llmsknow_probe/seed_0
training,hotpotqa,Llama-3.1-8B-Instruct,llmsknow_probe,1,complete,auroc,0.8279413219869385,,,runs/baseline_comparison_hotpotqa/hotpotqa/llmsknow_probe/seed_1
training,hotpotqa,Llama-3.1-8B-Instruct,llmsknow_probe,1,complete,sweep_best_dev_auroc,0.7849338054656982,,,runs/baseline_comparison_hotpotqa/hotpotqa/llmsknow_probe/seed_1
training,hotpotqa,Llama-3.1-8B-Instruct,llmsknow_probe,2,complete,auroc,0.8237912708621942,,,runs/baseline_comparison_hotpotqa/hotpotqa/llmsknow_probe/seed_2
training,hotpotqa,Llama-3.1-8B-Instruct,llmsknow_probe,2,complete,sweep_best_dev_auroc,0.8062831163406372,,,runs/baseline_comparison_hotpotqa/hotpotqa/llmsknow_probe/seed_2
training,hotpotqa,Llama-3.1-8B-Instruct,llmsknow_probe,3,complete,auroc,0.8237745728610066,,,runs/baseline_comparison_hotpotqa/hotpotqa/llmsknow_probe/seed_3
training,hotpotqa,Llama-3.1-8B-Instruct,llmsknow_probe,3,complete,sweep_best_dev_auroc,0.77879399061203,,,runs/baseline_comparison_hotpotqa/hotpotqa/llmsknow_probe/seed_3
training,hotpotqa,Llama-3.1-8B-Instruct,llmsknow_probe,4,complete,auroc,0.8250998169404316,,,runs/baseline_comparison_hotpotqa/hotpotqa/llmsknow_probe/seed_4
training,hotpotqa,Llama-3.1-8B-Instruct,llmsknow_probe,4,complete,sweep_best_dev_auroc,0.7631901502609253,,,runs/baseline_comparison_hotpotqa/hotpotqa/llmsknow_probe/seed_4
training,hotpotqa,Llama-3.1-8B-Instruct,icr_probe,0,complete,auroc,0.629598050966175,,,runs/baseline_comparison_hotpotqa/hotpotqa/icr_probe/seed_0
training,hotpotqa,Llama-3.1-8B-Instruct,icr_probe,1,complete,auroc,0.6232161401413869,,,runs/baseline_comparison_hotpotqa/hotpotqa/icr_probe/seed_1
training,hotpotqa,Llama-3.1-8B-Instruct,icr_probe,2,complete,auroc,0.6211403781925644,,,runs/baseline_comparison_hotpotqa/hotpotqa/icr_probe/seed_2
training,hotpotqa,Llama-3.1-8B-Instruct,icr_probe,3,complete,auroc,0.6281582811907213,,,runs/baseline_comparison_hotpotqa/hotpotqa/icr_probe/seed_3
training,hotpotqa,Llama-3.1-8B-Instruct,icr_probe,4,complete,auroc,0.6267293203118309,,,runs/baseline_comparison_hotpotqa/hotpotqa/icr_probe/seed_4
training,hotpotqa_memmap,Llama-3.1-8B-Instruct,contrastive_logprob_recon,0,complete,cosine_auroc,0.8380459297243501,,,runs/baseline_comparison_hotpotqa_memmap/hotpotqa_memmap/contrastive_logprob_recon/seed_0
training,hotpotqa_memmap,Llama-3.1-8B-Instruct,contrastive_logprob_recon,0,complete,mahalanobis_auroc,0.8464495992704737,,,runs/baseline_comparison_hotpotqa_memmap/hotpotqa_memmap/contrastive_logprob_recon/seed_0
training,hotpotqa_memmap,Llama-3.1-8B-Instruct,contrastive_logprob_recon,0,complete,knn_auroc,0.8500552326363328,,,runs/baseline_comparison_hotpotqa_memmap/hotpotqa_memmap/contrastive_logprob_recon/seed_0
training,hotpotqa_memmap,Llama-3.1-8B-Instruct,contrastive_logprob_recon,1,complete,cosine_auroc,0.8266656880902298,,,runs/baseline_comparison_hotpotqa_memmap/hotpotqa_memmap/contrastive_logprob_recon/seed_1
training,hotpotqa_memmap,Llama-3.1-8B-Instruct,contrastive_logprob_recon,1,complete,mahalanobis_auroc,0.8420164252322222,,,runs/baseline_comparison_hotpotqa_memmap/hotpotqa_memmap/contrastive_logprob_recon/seed_1
training,hotpotqa_memmap,Llama-3.1-8B-Instruct,contrastive_logprob_recon,1,complete,knn_auroc,0.8500236723085806,,,runs/baseline_comparison_hotpotqa_memmap/hotpotqa_memmap/contrastive_logprob_recon/seed_1
training,hotpotqa_memmap,Llama-3.1-8B-Instruct,contrastive_logprob_recon,2,complete,cosine_auroc,0.8386535794857374,,,runs/baseline_comparison_hotpotqa_memmap/hotpotqa_memmap/contrastive_logprob_recon/seed_2
training,hotpotqa_memmap,Llama-3.1-8B-Instruct,contrastive_logprob_recon,2,complete,mahalanobis_auroc,0.8477023998885775,,,runs/baseline_comparison_hotpotqa_memmap/hotpotqa_memmap/contrastive_logprob_recon/seed_2
training,hotpotqa_memmap,Llama-3.1-8B-Instruct,contrastive_logprob_recon,2,complete,knn_auroc,0.8525466420388845,,,runs/baseline_comparison_hotpotqa_memmap/hotpotqa_memmap/contrastive_logprob_recon/seed_2
training,hotpotqa_memmap,Llama-3.1-8B-Instruct,contrastive_logprob_recon,3,complete,cosine_auroc,0.8369069113074756,,,runs/baseline_comparison_hotpotqa_memmap/hotpotqa_memmap/contrastive_logprob_recon/seed_3
training,hotpotqa_memmap,Llama-3.1-8B-Instruct,contrastive_logprob_recon,3,complete,mahalanobis_auroc,0.8455814633529726,,,runs/baseline_comparison_hotpotqa_memmap/hotpotqa_memmap/contrastive_logprob_recon/seed_3
training,hotpotqa_memmap,Llama-3.1-8B-Instruct,contrastive_logprob_recon,3,complete,knn_auroc,0.8520293001957318,,,runs/baseline_comparison_hotpotqa_memmap/hotpotqa_memmap/contrastive_logprob_recon/seed_3
training,hotpotqa_memmap,Llama-3.1-8B-Instruct,contrastive_logprob_recon,4,complete,cosine_auroc,0.8367258829177024,,,runs/baseline_comparison_hotpotqa_memmap/hotpotqa_memmap/contrastive_logprob_recon/seed_4
training,hotpotqa_memmap,Llama-3.1-8B-Instruct,contrastive_logprob_recon,4,complete,mahalanobis_auroc,0.8462247164644908,,,runs/baseline_comparison_hotpotqa_memmap/hotpotqa_memmap/contrastive_logprob_recon/seed_4
training,hotpotqa_memmap,Llama-3.1-8B-Instruct,contrastive_logprob_recon,4,complete,knn_auroc,0.8509916873809681,,,runs/baseline_comparison_hotpotqa_memmap/hotpotqa_memmap/contrastive_logprob_recon/seed_4
training,hotpotqa_memmap,Llama-3.1-8B-Instruct,linear_probe,0,complete,auroc,0.818665000611404,,,runs/baseline_comparison_hotpotqa_memmap/hotpotqa_memmap/linear_probe/seed_0
training,hotpotqa_memmap,Llama-3.1-8B-Instruct,linear_probe,1,complete,auroc,0.8180616001490473,,,runs/baseline_comparison_hotpotqa_memmap/hotpotqa_memmap/linear_probe/seed_1
training,hotpotqa_memmap,Llama-3.1-8B-Instruct,linear_probe,2,complete,auroc,0.8180502136778582,,,runs/baseline_comparison_hotpotqa_memmap/hotpotqa_memmap/linear_probe/seed_2
training,hotpotqa_memmap,Llama-3.1-8B-Instruct,linear_probe,3,complete,auroc,0.8188256901232925,,,runs/baseline_comparison_hotpotqa_memmap/hotpotqa_memmap/linear_probe/seed_3
training,hotpotqa_memmap,Llama-3.1-8B-Instruct,linear_probe,4,complete,auroc,0.8181193163562698,,,runs/baseline_comparison_hotpotqa_memmap/hotpotqa_memmap/linear_probe/seed_4
training,hotpotqa_memmap,Llama-3.1-8B-Instruct,token_entropy,,pending,,,,,runs/baseline_comparison_hotpotqa_memmap/hotpotqa_memmap/token_entropy
training,hotpotqa_memmap,Llama-3.1-8B-Instruct,logprob_baseline,,pending,,,,,runs/baseline_comparison_hotpotqa_memmap/hotpotqa_memmap/logprob_baseline
training,hotpotqa_memmap,Llama-3.1-8B-Instruct,saplma,0,complete,auroc,0.6842226249842611,,,runs/baseline_comparison_hotpotqa_memmap/hotpotqa_memmap/saplma/seed_0
training,hotpotqa_memmap,Llama-3.1-8B-Instruct,saplma,1,complete,auroc,0.6885098789189057,,,runs/baseline_comparison_hotpotqa_memmap/hotpotqa_memmap/saplma/seed_1
training,hotpotqa_memmap,Llama-3.1-8B-Instruct,saplma,2,complete,auroc,0.690996420192471,,,runs/baseline_comparison_hotpotqa_memmap/hotpotqa_memmap/saplma/seed_2
training,hotpotqa_memmap,Llama-3.1-8B-Instruct,saplma,3,complete,auroc,0.689680003854898,,,runs/baseline_comparison_hotpotqa_memmap/hotpotqa_memmap/saplma/seed_3
training,hotpotqa_memmap,Llama-3.1-8B-Instruct,saplma,4,complete,auroc,0.6923156418925107,,,runs/baseline_comparison_hotpotqa_memmap/hotpotqa_memmap/saplma/seed_4
training,hotpotqa_memmap,Llama-3.1-8B-Instruct,llmsknow_probe,0,complete,auroc,0.8289529661179873,,,runs/baseline_comparison_hotpotqa_memmap/hotpotqa_memmap/llmsknow_probe/seed_0
training,hotpotqa_memmap,Llama-3.1-8B-Instruct,llmsknow_probe,0,complete,sweep_best_dev_auroc,0.7861464619636536,,,runs/baseline_comparison_hotpotqa_memmap/hotpotqa_memmap/llmsknow_probe/seed_0
training,hotpotqa_memmap,Llama-3.1-8B-Instruct,llmsknow_probe,1,complete,auroc,0.8287217712464539,,,runs/baseline_comparison_hotpotqa_memmap/hotpotqa_memmap/llmsknow_probe/seed_1
training,hotpotqa_memmap,Llama-3.1-8B-Instruct,llmsknow_probe,1,complete,sweep_best_dev_auroc,0.8203223347663879,,,runs/baseline_comparison_hotpotqa_memmap/hotpotqa_memmap/llmsknow_probe/seed_1
training,hotpotqa_memmap,Llama-3.1-8B-Instruct,llmsknow_probe,2,complete,auroc,0.8288009814808123,,,runs/baseline_comparison_hotpotqa_memmap/hotpotqa_memmap/llmsknow_probe/seed_2
training,hotpotqa_memmap,Llama-3.1-8B-Instruct,llmsknow_probe,2,complete,sweep_best_dev_auroc,0.8199237585067749,,,runs/baseline_comparison_hotpotqa_memmap/hotpotqa_memmap/llmsknow_probe/seed_2
training,hotpotqa_memmap,Llama-3.1-8B-Instruct,llmsknow_probe,3,complete,auroc,0.8246064282735651,,,runs/baseline_comparison_hotpotqa_memmap/hotpotqa_memmap/llmsknow_probe/seed_3
training,hotpotqa_memmap,Llama-3.1-8B-Instruct,llmsknow_probe,3,complete,sweep_best_dev_auroc,0.8061389327049255,,,runs/baseline_comparison_hotpotqa_memmap/hotpotqa_memmap/llmsknow_probe/seed_3
training,hotpotqa_memmap,Llama-3.1-8B-Instruct,llmsknow_probe,4,complete,auroc,0.829278635696125,,,runs/baseline_comparison_hotpotqa_memmap/hotpotqa_memmap/llmsknow_probe/seed_4
training,hotpotqa_memmap,Llama-3.1-8B-Instruct,llmsknow_probe,4,complete,sweep_best_dev_auroc,0.7832165360450745,,,runs/baseline_comparison_hotpotqa_memmap/hotpotqa_memmap/llmsknow_probe/seed_4
training,hotpotqa_memmap,Llama-3.1-8B-Instruct,act_vit,0,complete,auroc,0.8464113143238672,,,runs/baseline_comparison_hotpotqa_memmap/hotpotqa_memmap/act_vit/seed_0
training,hotpotqa_memmap,Llama-3.1-8B-Instruct,act_vit,1,complete,auroc,0.8474583333539609,,,runs/baseline_comparison_hotpotqa_memmap/hotpotqa_memmap/act_vit/seed_1
training,hotpotqa_memmap,Llama-3.1-8B-Instruct,act_vit,2,complete,auroc,0.8439216789005224,,,runs/baseline_comparison_hotpotqa_memmap/hotpotqa_memmap/act_vit/seed_2
training,hotpotqa_memmap,Llama-3.1-8B-Instruct,act_vit,3,complete,auroc,0.8536190743525018,,,runs/baseline_comparison_hotpotqa_memmap/hotpotqa_memmap/act_vit/seed_3
training,hotpotqa_memmap,Llama-3.1-8B-Instruct,act_vit,4,complete,auroc,0.8526301015722737,,,runs/baseline_comparison_hotpotqa_memmap/hotpotqa_memmap/act_vit/seed_4
training,hotpotqa,Qwen3-8B,contrastive,0,complete,cosine_auroc,0.7236508326227948,,,runs/baseline_comparison_hotpotqa_qwen3/hotpotqa_qwen3/contrastive/seed_0
training,hotpotqa,Qwen3-8B,contrastive,0,complete,mahalanobis_auroc,0.7411072579773775,,,runs/baseline_comparison_hotpotqa_qwen3/hotpotqa_qwen3/contrastive/seed_0
training,hotpotqa,Qwen3-8B,contrastive,0,complete,knn_auroc,0.7537000603734882,,,runs/baseline_comparison_hotpotqa_qwen3/hotpotqa_qwen3/contrastive/seed_0
training,hotpotqa,Qwen3-8B,contrastive,1,complete,cosine_auroc,0.7230311841726602,,,runs/baseline_comparison_hotpotqa_qwen3/hotpotqa_qwen3/contrastive/seed_1
training,hotpotqa,Qwen3-8B,contrastive,1,complete,mahalanobis_auroc,0.7403699293669413,,,runs/baseline_comparison_hotpotqa_qwen3/hotpotqa_qwen3/contrastive/seed_1
training,hotpotqa,Qwen3-8B,contrastive,1,complete,knn_auroc,0.7534122788905685,,,runs/baseline_comparison_hotpotqa_qwen3/hotpotqa_qwen3/contrastive/seed_1
training,hotpotqa,Qwen3-8B,contrastive,2,complete,cosine_auroc,0.7067394357985186,,,runs/baseline_comparison_hotpotqa_qwen3/hotpotqa_qwen3/contrastive/seed_2
training,hotpotqa,Qwen3-8B,contrastive,2,complete,mahalanobis_auroc,0.7263712502375891,,,runs/baseline_comparison_hotpotqa_qwen3/hotpotqa_qwen3/contrastive/seed_2
training,hotpotqa,Qwen3-8B,contrastive,2,complete,knn_auroc,0.7516690077886438,,,runs/baseline_comparison_hotpotqa_qwen3/hotpotqa_qwen3/contrastive/seed_2
training,hotpotqa,Qwen3-8B,contrastive,3,complete,cosine_auroc,0.7175579868989888,,,runs/baseline_comparison_hotpotqa_qwen3/hotpotqa_qwen3/contrastive/seed_3
training,hotpotqa,Qwen3-8B,contrastive,3,complete,mahalanobis_auroc,0.7331570716326269,,,runs/baseline_comparison_hotpotqa_qwen3/hotpotqa_qwen3/contrastive/seed_3
training,hotpotqa,Qwen3-8B,contrastive,3,complete,knn_auroc,0.7570398589835073,,,runs/baseline_comparison_hotpotqa_qwen3/hotpotqa_qwen3/contrastive/seed_3
training,hotpotqa,Qwen3-8B,contrastive,4,complete,cosine_auroc,0.7219212462970868,,,runs/baseline_comparison_hotpotqa_qwen3/hotpotqa_qwen3/contrastive/seed_4
training,hotpotqa,Qwen3-8B,contrastive,4,complete,mahalanobis_auroc,0.7410438265879422,,,runs/baseline_comparison_hotpotqa_qwen3/hotpotqa_qwen3/contrastive/seed_4
training,hotpotqa,Qwen3-8B,contrastive,4,complete,knn_auroc,0.752744443980856,,,runs/baseline_comparison_hotpotqa_qwen3/hotpotqa_qwen3/contrastive/seed_4
training,hotpotqa,Qwen3-8B,contrastive_logprob_recon,0,complete,cosine_auroc,0.720307155916584,,,runs/baseline_comparison_hotpotqa_qwen3/hotpotqa_qwen3/contrastive_logprob_recon/seed_0
training,hotpotqa,Qwen3-8B,contrastive_logprob_recon,0,complete,mahalanobis_auroc,0.7333105907508387,,,runs/baseline_comparison_hotpotqa_qwen3/hotpotqa_qwen3/contrastive_logprob_recon/seed_0
training,hotpotqa,Qwen3-8B,contrastive_logprob_recon,0,complete,knn_auroc,0.7527621851565377,,,runs/baseline_comparison_hotpotqa_qwen3/hotpotqa_qwen3/contrastive_logprob_recon/seed_0
training,hotpotqa,Qwen3-8B,contrastive_logprob_recon,1,complete,cosine_auroc,0.7269345548533972,,,runs/baseline_comparison_hotpotqa_qwen3/hotpotqa_qwen3/contrastive_logprob_recon/seed_1
training,hotpotqa,Qwen3-8B,contrastive_logprob_recon,1,complete,mahalanobis_auroc,0.7382932311441615,,,runs/baseline_comparison_hotpotqa_qwen3/hotpotqa_qwen3/contrastive_logprob_recon/seed_1
training,hotpotqa,Qwen3-8B,contrastive_logprob_recon,1,complete,knn_auroc,0.7527456921037682,,,runs/baseline_comparison_hotpotqa_qwen3/hotpotqa_qwen3/contrastive_logprob_recon/seed_1
training,hotpotqa,Qwen3-8B,contrastive_logprob_recon,2,complete,cosine_auroc,0.7263340740051301,,,runs/baseline_comparison_hotpotqa_qwen3/hotpotqa_qwen3/contrastive_logprob_recon/seed_2
training,hotpotqa,Qwen3-8B,contrastive_logprob_recon,2,complete,mahalanobis_auroc,0.7440329472354257,,,runs/baseline_comparison_hotpotqa_qwen3/hotpotqa_qwen3/contrastive_logprob_recon/seed_2
training,hotpotqa,Qwen3-8B,contrastive_logprob_recon,2,complete,knn_auroc,0.7542424143546973,,,runs/baseline_comparison_hotpotqa_qwen3/hotpotqa_qwen3/contrastive_logprob_recon/seed_2
training,hotpotqa,Qwen3-8B,contrastive_logprob_recon,3,complete,cosine_auroc,0.7114251566661709,,,runs/baseline_comparison_hotpotqa_qwen3/hotpotqa_qwen3/contrastive_logprob_recon/seed_3
training,hotpotqa,Qwen3-8B,contrastive_logprob_recon,3,complete,mahalanobis_auroc,0.7283633881330613,,,runs/baseline_comparison_hotpotqa_qwen3/hotpotqa_qwen3/contrastive_logprob_recon/seed_3
training,hotpotqa,Qwen3-8B,contrastive_logprob_recon,3,complete,knn_auroc,0.7516826034132239,,,runs/baseline_comparison_hotpotqa_qwen3/hotpotqa_qwen3/contrastive_logprob_recon/seed_3
training,hotpotqa,Qwen3-8B,contrastive_logprob_recon,4,complete,cosine_auroc,0.7145209472468369,,,runs/baseline_comparison_hotpotqa_qwen3/hotpotqa_qwen3/contrastive_logprob_recon/seed_4
training,hotpotqa,Qwen3-8B,contrastive_logprob_recon,4,complete,mahalanobis_auroc,0.741488604102901,,,runs/baseline_comparison_hotpotqa_qwen3/hotpotqa_qwen3/contrastive_logprob_recon/seed_4
training,hotpotqa,Qwen3-8B,contrastive_logprob_recon,4,complete,knn_auroc,0.7518856016897444,,,runs/baseline_comparison_hotpotqa_qwen3/hotpotqa_qwen3/contrastive_logprob_recon/seed_4
training,hotpotqa,Qwen3-8B,linear_probe,0,complete,auroc,0.7520365799863135,,,runs/baseline_comparison_hotpotqa_qwen3/hotpotqa_qwen3/linear_probe/seed_0
training,hotpotqa,Qwen3-8B,linear_probe,1,complete,auroc,0.7514821013825279,,,runs/baseline_comparison_hotpotqa_qwen3/hotpotqa_qwen3/linear_probe/seed_1
training,hotpotqa,Qwen3-8B,linear_probe,2,complete,auroc,0.7526248916361858,,,runs/baseline_comparison_hotpotqa_qwen3/hotpotqa_qwen3/linear_probe/seed_2
training,hotpotqa,Qwen3-8B,linear_probe,3,complete,auroc,0.7554240747219093,,,runs/baseline_comparison_hotpotqa_qwen3/hotpotqa_qwen3/linear_probe/seed_3
training,hotpotqa,Qwen3-8B,linear_probe,4,complete,auroc,0.7549810356638641,,,runs/baseline_comparison_hotpotqa_qwen3/hotpotqa_qwen3/linear_probe/seed_4
