kind,source_dataset,target_dataset,model,method,seed,status,metric_name,metric_value,expected_rows,actual_rows,path
transfer,hotpotqa,searchqa,Llama-3.1-8B-Instruct,act_vit,1,complete,auroc,0.7214126862892828,,,runs/transfer_matrix_memmap/llama/hotpotqa__searchqa__act_vit__1.json
transfer,hotpotqa,searchqa,Llama-3.1-8B-Instruct,act_vit,1,complete,n_tgt_test,21609.0,,,runs/transfer_matrix_memmap/llama/hotpotqa__searchqa__act_vit__1.json
transfer,hotpotqa,hotpotqa,Llama-3.1-8B-Instruct,act_vit,2,complete,auroc,0.843921761411183,,,runs/transfer_matrix_memmap/llama/hotpotqa__hotpotqa__act_vit__2.json
transfer,hotpotqa,hotpotqa,Llama-3.1-8B-Instruct,act_vit,2,complete,n_tgt_test,7405.0,,,runs/transfer_matrix_memmap/llama/hotpotqa__hotpotqa__act_vit__2.json
transfer,hotpotqa,mmlu,Llama-3.1-8B-Instruct,act_vit,2,complete,auroc,0.5235923640689193,,,runs/transfer_matrix_memmap/llama/hotpotqa__mmlu__act_vit__2.json
transfer,hotpotqa,mmlu,Llama-3.1-8B-Instruct,act_vit,2,complete,n_tgt_test,10269.0,,,runs/transfer_matrix_memmap/llama/hotpotqa__mmlu__act_vit__2.json
transfer,hotpotqa,nq,Llama-3.1-8B-Instruct,act_vit,2,complete,auroc,0.6529518958839802,,,runs/transfer_matrix_memmap/llama/hotpotqa__nq__act_vit__2.json
transfer,hotpotqa,nq,Llama-3.1-8B-Instruct,act_vit,2,complete,n_tgt_test,4155.0,,,runs/transfer_matrix_memmap/llama/hotpotqa__nq__act_vit__2.json
transfer,hotpotqa,popqa,Llama-3.1-8B-Instruct,act_vit,2,complete,auroc,0.8444038008605177,,,runs/transfer_matrix_memmap/llama/hotpotqa__popqa__act_vit__2.json
transfer,hotpotqa,popqa,Llama-3.1-8B-Instruct,act_vit,2,complete,n_tgt_test,2797.0,,,runs/transfer_matrix_memmap/llama/hotpotqa__popqa__act_vit__2.json
transfer,hotpotqa,sciq,Llama-3.1-8B-Instruct,act_vit,2,complete,auroc,0.6949736037313561,,,runs/transfer_matrix_memmap/llama/hotpotqa__sciq__act_vit__2.json
transfer,hotpotqa,sciq,Llama-3.1-8B-Instruct,act_vit,2,complete,n_tgt_test,1000.0,,,runs/transfer_matrix_memmap/llama/hotpotqa__sciq__act_vit__2.json
transfer,hotpotqa,searchqa,Llama-3.1-8B-Instruct,act_vit,2,complete,auroc,0.7205224605349126,,,runs/transfer_matrix_memmap/llama/hotpotqa__searchqa__act_vit__2.json
transfer,hotpotqa,searchqa,Llama-3.1-8B-Instruct,act_vit,2,complete,n_tgt_test,21609.0,,,runs/transfer_matrix_memmap/llama/hotpotqa__searchqa__act_vit__2.json
transfer,hotpotqa,hotpotqa,Llama-3.1-8B-Instruct,act_vit,3,complete,auroc,0.8536189918418409,,,runs/transfer_matrix_memmap/llama/hotpotqa__hotpotqa__act_vit__3.json
transfer,hotpotqa,hotpotqa,Llama-3.1-8B-Instruct,act_vit,3,complete,n_tgt_test,7405.0,,,runs/transfer_matrix_memmap/llama/hotpotqa__hotpotqa__act_vit__3.json
transfer,hotpotqa,mmlu,Llama-3.1-8B-Instruct,act_vit,3,complete,auroc,0.5626980316724336,,,runs/transfer_matrix_memmap/llama/hotpotqa__mmlu__act_vit__3.json
transfer,hotpotqa,mmlu,Llama-3.1-8B-Instruct,act_vit,3,complete,n_tgt_test,10269.0,,,runs/transfer_matrix_memmap/llama/hotpotqa__mmlu__act_vit__3.json
transfer,hotpotqa,nq,Llama-3.1-8B-Instruct,act_vit,3,complete,auroc,0.7035147535747284,,,runs/transfer_matrix_memmap/llama/hotpotqa__nq__act_vit__3.json
transfer,hotpotqa,nq,Llama-3.1-8B-Instruct,act_vit,3,complete,n_tgt_test,4155.0,,,runs/transfer_matrix_memmap/llama/hotpotqa__nq__act_vit__3.json
transfer,hotpotqa,popqa,Llama-3.1-8B-Instruct,act_vit,3,complete,auroc,0.8572215349492215,,,runs/transfer_matrix_memmap/llama/hotpotqa__popqa__act_vit__3.json
transfer,hotpotqa,popqa,Llama-3.1-8B-Instruct,act_vit,3,complete,n_tgt_test,2797.0,,,runs/transfer_matrix_memmap/llama/hotpotqa__popqa__act_vit__3.json
transfer,hotpotqa,sciq,Llama-3.1-8B-Instruct,act_vit,3,complete,auroc,0.722168594420051,,,runs/transfer_matrix_memmap/llama/hotpotqa__sciq__act_vit__3.json
transfer,hotpotqa,sciq,Llama-3.1-8B-Instruct,act_vit,3,complete,n_tgt_test,1000.0,,,runs/transfer_matrix_memmap/llama/hotpotqa__sciq__act_vit__3.json
transfer,hotpotqa,searchqa,Llama-3.1-8B-Instruct,act_vit,3,complete,auroc,0.7290265829607269,,,runs/transfer_matrix_memmap/llama/hotpotqa__searchqa__act_vit__3.json
transfer,hotpotqa,searchqa,Llama-3.1-8B-Instruct,act_vit,3,complete,n_tgt_test,21609.0,,,runs/transfer_matrix_memmap/llama/hotpotqa__searchqa__act_vit__3.json
transfer,hotpotqa,hotpotqa,Llama-3.1-8B-Instruct,act_vit,4,complete,auroc,0.8526301015722737,,,runs/transfer_matrix_memmap/llama/hotpotqa__hotpotqa__act_vit__4.json
transfer,hotpotqa,hotpotqa,Llama-3.1-8B-Instruct,act_vit,4,complete,n_tgt_test,7405.0,,,runs/transfer_matrix_memmap/llama/hotpotqa__hotpotqa__act_vit__4.json
transfer,hotpotqa,mmlu,Llama-3.1-8B-Instruct,act_vit,4,complete,auroc,0.571796850584648,,,runs/transfer_matrix_memmap/llama/hotpotqa__mmlu__act_vit__4.json
transfer,hotpotqa,mmlu,Llama-3.1-8B-Instruct,act_vit,4,complete,n_tgt_test,10269.0,,,runs/transfer_matrix_memmap/llama/hotpotqa__mmlu__act_vit__4.json
transfer,hotpotqa,nq,Llama-3.1-8B-Instruct,act_vit,4,complete,auroc,0.6753102915399267,,,runs/transfer_matrix_memmap/llama/hotpotqa__nq__act_vit__4.json
transfer,hotpotqa,nq,Llama-3.1-8B-Instruct,act_vit,4,complete,n_tgt_test,4155.0,,,runs/transfer_matrix_memmap/llama/hotpotqa__nq__act_vit__4.json
transfer,hotpotqa,popqa,Llama-3.1-8B-Instruct,act_vit,4,complete,auroc,0.8549796541256943,,,runs/transfer_matrix_memmap/llama/hotpotqa__popqa__act_vit__4.json
transfer,hotpotqa,popqa,Llama-3.1-8B-Instruct,act_vit,4,complete,n_tgt_test,2797.0,,,runs/transfer_matrix_memmap/llama/hotpotqa__popqa__act_vit__4.json
transfer,hotpotqa,sciq,Llama-3.1-8B-Instruct,act_vit,4,complete,auroc,0.7155908834634638,,,runs/transfer_matrix_memmap/llama/hotpotqa__sciq__act_vit__4.json
transfer,hotpotqa,sciq,Llama-3.1-8B-Instruct,act_vit,4,complete,n_tgt_test,1000.0,,,runs/transfer_matrix_memmap/llama/hotpotqa__sciq__act_vit__4.json
transfer,hotpotqa,searchqa,Llama-3.1-8B-Instruct,act_vit,4,complete,auroc,0.7246526010334953,,,runs/transfer_matrix_memmap/llama/hotpotqa__searchqa__act_vit__4.json
transfer,hotpotqa,searchqa,Llama-3.1-8B-Instruct,act_vit,4,complete,n_tgt_test,21609.0,,,runs/transfer_matrix_memmap/llama/hotpotqa__searchqa__act_vit__4.json
transfer,hotpotqa,hotpotqa,Llama-3.1-8B-Instruct,contrastive_logprob_recon,0,complete,auroc,0.8500552738916631,,,runs/transfer_matrix_memmap/llama/hotpotqa__hotpotqa__contrastive_logprob_recon__0.json
transfer,hotpotqa,hotpotqa,Llama-3.1-8B-Instruct,contrastive_logprob_recon,0,complete,knn_auroc,0.8500552738916631,,,runs/transfer_matrix_memmap/llama/hotpotqa__hotpotqa__contrastive_logprob_recon__0.json
transfer,hotpotqa,hotpotqa,Llama-3.1-8B-Instruct,contrastive_logprob_recon,0,complete,mahalanobis_auroc,0.8464493929938217,,,runs/transfer_matrix_memmap/llama/hotpotqa__hotpotqa__contrastive_logprob_recon__0.json
transfer,hotpotqa,hotpotqa,Llama-3.1-8B-Instruct,contrastive_logprob_recon,0,complete,cosine_auroc,0.8380456409370372,,,runs/transfer_matrix_memmap/llama/hotpotqa__hotpotqa__contrastive_logprob_recon__0.json
transfer,hotpotqa,hotpotqa,Llama-3.1-8B-Instruct,contrastive_logprob_recon,0,complete,n_src_train,44996.0,,,runs/transfer_matrix_memmap/llama/hotpotqa__hotpotqa__contrastive_logprob_recon__0.json
transfer,hotpotqa,hotpotqa,Llama-3.1-8B-Instruct,contrastive_logprob_recon,0,complete,n_tgt_test,7405.0,,,runs/transfer_matrix_memmap/llama/hotpotqa__hotpotqa__contrastive_logprob_recon__0.json
transfer,hotpotqa,mmlu,Llama-3.1-8B-Instruct,contrastive_logprob_recon,0,complete,auroc,0.7709872872101071,,,runs/transfer_matrix_memmap/llama/hotpotqa__mmlu__contrastive_logprob_recon__0.json
transfer,hotpotqa,mmlu,Llama-3.1-8B-Instruct,contrastive_logprob_recon,0,complete,knn_auroc,0.7709872872101071,,,runs/transfer_matrix_memmap/llama/hotpotqa__mmlu__contrastive_logprob_recon__0.json
transfer,hotpotqa,mmlu,Llama-3.1-8B-Instruct,contrastive_logprob_recon,0,complete,mahalanobis_auroc,0.7591556560204837,,,runs/transfer_matrix_memmap/llama/hotpotqa__mmlu__contrastive_logprob_recon__0.json
transfer,hotpotqa,mmlu,Llama-3.1-8B-Instruct,contrastive_logprob_recon,0,complete,cosine_auroc,0.7291387617726854,,,runs/transfer_matrix_memmap/llama/hotpotqa__mmlu__contrastive_logprob_recon__0.json
transfer,hotpotqa,mmlu,Llama-3.1-8B-Instruct,contrastive_logprob_recon,0,complete,n_src_train,44996.0,,,runs/transfer_matrix_memmap/llama/hotpotqa__mmlu__contrastive_logprob_recon__0.json
transfer,hotpotqa,mmlu,Llama-3.1-8B-Instruct,contrastive_logprob_recon,0,complete,n_tgt_test,10271.0,,,runs/transfer_matrix_memmap/llama/hotpotqa__mmlu__contrastive_logprob_recon__0.json
transfer,hotpotqa,nq,Llama-3.1-8B-Instruct,contrastive_logprob_recon,0,complete,auroc,0.6741294938217245,,,runs/transfer_matrix_memmap/llama/hotpotqa__nq__contrastive_logprob_recon__0.json
transfer,hotpotqa,nq,Llama-3.1-8B-Instruct,contrastive_logprob_recon,0,complete,knn_auroc,0.6741294938217245,,,runs/transfer_matrix_memmap/llama/hotpotqa__nq__contrastive_logprob_recon__0.json
transfer,hotpotqa,nq,Llama-3.1-8B-Instruct,contrastive_logprob_recon,0,complete,mahalanobis_auroc,0.6789276180418131,,,runs/transfer_matrix_memmap/llama/hotpotqa__nq__contrastive_logprob_recon__0.json
transfer,hotpotqa,nq,Llama-3.1-8B-Instruct,contrastive_logprob_recon,0,complete,cosine_auroc,0.6486697292333404,,,runs/transfer_matrix_memmap/llama/hotpotqa__nq__contrastive_logprob_recon__0.json
transfer,hotpotqa,nq,Llama-3.1-8B-Instruct,contrastive_logprob_recon,0,complete,n_src_train,44996.0,,,runs/transfer_matrix_memmap/llama/hotpotqa__nq__contrastive_logprob_recon__0.json
transfer,hotpotqa,nq,Llama-3.1-8B-Instruct,contrastive_logprob_recon,0,complete,n_tgt_test,4155.0,,,runs/transfer_matrix_memmap/llama/hotpotqa__nq__contrastive_logprob_recon__0.json
transfer,hotpotqa,popqa,Llama-3.1-8B-Instruct,contrastive_logprob_recon,0,complete,auroc,0.8415047499641544,,,runs/transfer_matrix_memmap/llama/hotpotqa__popqa__contrastive_logprob_recon__0.json
transfer,hotpotqa,popqa,Llama-3.1-8B-Instruct,contrastive_logprob_recon,0,complete,knn_auroc,0.8415047499641544,,,runs/transfer_matrix_memmap/llama/hotpotqa__popqa__contrastive_logprob_recon__0.json
transfer,hotpotqa,popqa,Llama-3.1-8B-Instruct,contrastive_logprob_recon,0,complete,mahalanobis_auroc,0.8351989738699176,,,runs/transfer_matrix_memmap/llama/hotpotqa__popqa__contrastive_logprob_recon__0.json
transfer,hotpotqa,popqa,Llama-3.1-8B-Instruct,contrastive_logprob_recon,0,complete,cosine_auroc,0.8207609612633671,,,runs/transfer_matrix_memmap/llama/hotpotqa__popqa__contrastive_logprob_recon__0.json
transfer,hotpotqa,popqa,Llama-3.1-8B-Instruct,contrastive_logprob_recon,0,complete,n_src_train,44996.0,,,runs/transfer_matrix_memmap/llama/hotpotqa__popqa__contrastive_logprob_recon__0.json
transfer,hotpotqa,popqa,Llama-3.1-8B-Instruct,contrastive_logprob_recon,0,complete,n_tgt_test,2797.0,,,runs/transfer_matrix_memmap/llama/hotpotqa__popqa__contrastive_logprob_recon__0.json
transfer,hotpotqa,sciq,Llama-3.1-8B-Instruct,contrastive_logprob_recon,0,complete,auroc,0.7255129760297963,,,runs/transfer_matrix_memmap/llama/hotpotqa__sciq__contrastive_logprob_recon__0.json
transfer,hotpotqa,sciq,Llama-3.1-8B-Instruct,contrastive_logprob_recon,0,complete,knn_auroc,0.7255129760297963,,,runs/transfer_matrix_memmap/llama/hotpotqa__sciq__contrastive_logprob_recon__0.json
transfer,hotpotqa,sciq,Llama-3.1-8B-Instruct,contrastive_logprob_recon,0,complete,mahalanobis_auroc,0.7242785874152159,,,runs/transfer_matrix_memmap/llama/hotpotqa__sciq__contrastive_logprob_recon__0.json
transfer,hotpotqa,sciq,Llama-3.1-8B-Instruct,contrastive_logprob_recon,0,complete,cosine_auroc,0.7129832909056739,,,runs/transfer_matrix_memmap/llama/hotpotqa__sciq__contrastive_logprob_recon__0.json
transfer,hotpotqa,sciq,Llama-3.1-8B-Instruct,contrastive_logprob_recon,0,complete,n_src_train,44996.0,,,runs/transfer_matrix_memmap/llama/hotpotqa__sciq__contrastive_logprob_recon__0.json
transfer,hotpotqa,sciq,Llama-3.1-8B-Instruct,contrastive_logprob_recon,0,complete,n_tgt_test,1000.0,,,runs/transfer_matrix_memmap/llama/hotpotqa__sciq__contrastive_logprob_recon__0.json
transfer,hotpotqa,searchqa,Llama-3.1-8B-Instruct,contrastive_logprob_recon,0,complete,auroc,0.7174950572903349,,,runs/transfer_matrix_memmap/llama/hotpotqa__searchqa__contrastive_logprob_recon__0.json
transfer,hotpotqa,searchqa,Llama-3.1-8B-Instruct,contrastive_logprob_recon,0,complete,knn_auroc,0.7174950572903349,,,runs/transfer_matrix_memmap/llama/hotpotqa__searchqa__contrastive_logprob_recon__0.json
transfer,hotpotqa,searchqa,Llama-3.1-8B-Instruct,contrastive_logprob_recon,0,complete,mahalanobis_auroc,0.7158425427504034,,,runs/transfer_matrix_memmap/llama/hotpotqa__searchqa__contrastive_logprob_recon__0.json
transfer,hotpotqa,searchqa,Llama-3.1-8B-Instruct,contrastive_logprob_recon,0,complete,cosine_auroc,0.7045420335418203,,,runs/transfer_matrix_memmap/llama/hotpotqa__searchqa__contrastive_logprob_recon__0.json
transfer,hotpotqa,searchqa,Llama-3.1-8B-Instruct,contrastive_logprob_recon,0,complete,n_src_train,44996.0,,,runs/transfer_matrix_memmap/llama/hotpotqa__searchqa__contrastive_logprob_recon__0.json
transfer,hotpotqa,searchqa,Llama-3.1-8B-Instruct,contrastive_logprob_recon,0,complete,n_tgt_test,21609.0,,,runs/transfer_matrix_memmap/llama/hotpotqa__searchqa__contrastive_logprob_recon__0.json
transfer,hotpotqa,hotpotqa,Llama-3.1-8B-Instruct,contrastive_logprob_recon,1,complete,auroc,0.850023507287259,,,runs/transfer_matrix_memmap/llama/hotpotqa__hotpotqa__contrastive_logprob_recon__1.json
transfer,hotpotqa,hotpotqa,Llama-3.1-8B-Instruct,contrastive_logprob_recon,1,complete,knn_auroc,0.850023507287259,,,runs/transfer_matrix_memmap/llama/hotpotqa__hotpotqa__contrastive_logprob_recon__1.json
transfer,hotpotqa,hotpotqa,Llama-3.1-8B-Instruct,contrastive_logprob_recon,1,complete,mahalanobis_auroc,0.8420165489982132,,,runs/transfer_matrix_memmap/llama/hotpotqa__hotpotqa__contrastive_logprob_recon__1.json
transfer,hotpotqa,hotpotqa,Llama-3.1-8B-Instruct,contrastive_logprob_recon,1,complete,cosine_auroc,0.8266599123439744,,,runs/transfer_matrix_memmap/llama/hotpotqa__hotpotqa__contrastive_logprob_recon__1.json
transfer,hotpotqa,hotpotqa,Llama-3.1-8B-Instruct,contrastive_logprob_recon,1,complete,n_src_train,44996.0,,,runs/transfer_matrix_memmap/llama/hotpotqa__hotpotqa__contrastive_logprob_recon__1.json
transfer,hotpotqa,hotpotqa,Llama-3.1-8B-Instruct,contrastive_logprob_recon,1,complete,n_tgt_test,7405.0,,,runs/transfer_matrix_memmap/llama/hotpotqa__hotpotqa__contrastive_logprob_recon__1.json
transfer,hotpotqa,mmlu,Llama-3.1-8B-Instruct,contrastive_logprob_recon,1,complete,auroc,0.7739270705321688,,,runs/transfer_matrix_memmap/llama/hotpotqa__mmlu__contrastive_logprob_recon__1.json
transfer,hotpotqa,mmlu,Llama-3.1-8B-Instruct,contrastive_logprob_recon,1,complete,knn_auroc,0.7739270705321688,,,runs/transfer_matrix_memmap/llama/hotpotqa__mmlu__contrastive_logprob_recon__1.json
transfer,hotpotqa,mmlu,Llama-3.1-8B-Instruct,contrastive_logprob_recon,1,complete,mahalanobis_auroc,0.7525635661423836,,,runs/transfer_matrix_memmap/llama/hotpotqa__mmlu__contrastive_logprob_recon__1.json
transfer,hotpotqa,mmlu,Llama-3.1-8B-Instruct,contrastive_logprob_recon,1,complete,cosine_auroc,0.7109105175025635,,,runs/transfer_matrix_memmap/llama/hotpotqa__mmlu__contrastive_logprob_recon__1.json
transfer,hotpotqa,mmlu,Llama-3.1-8B-Instruct,contrastive_logprob_recon,1,complete,n_src_train,44996.0,,,runs/transfer_matrix_memmap/llama/hotpotqa__mmlu__contrastive_logprob_recon__1.json
transfer,hotpotqa,mmlu,Llama-3.1-8B-Instruct,contrastive_logprob_recon,1,complete,n_tgt_test,10271.0,,,runs/transfer_matrix_memmap/llama/hotpotqa__mmlu__contrastive_logprob_recon__1.json
transfer,hotpotqa,nq,Llama-3.1-8B-Instruct,contrastive_logprob_recon,1,complete,auroc,0.6825637833214396,,,runs/transfer_matrix_memmap/llama/hotpotqa__nq__contrastive_logprob_recon__1.json
transfer,hotpotqa,nq,Llama-3.1-8B-Instruct,contrastive_logprob_recon,1,complete,knn_auroc,0.6825637833214396,,,runs/transfer_matrix_memmap/llama/hotpotqa__nq__contrastive_logprob_recon__1.json
transfer,hotpotqa,nq,Llama-3.1-8B-Instruct,contrastive_logprob_recon,1,complete,mahalanobis_auroc,0.6833628849085644,,,runs/transfer_matrix_memmap/llama/hotpotqa__nq__contrastive_logprob_recon__1.json
transfer,hotpotqa,nq,Llama-3.1-8B-Instruct,contrastive_logprob_recon,1,complete,cosine_auroc,0.6372704410579633,,,runs/transfer_matrix_memmap/llama/hotpotqa__nq__contrastive_logprob_recon__1.json
transfer,hotpotqa,nq,Llama-3.1-8B-Instruct,contrastive_logprob_recon,1,complete,n_src_train,44996.0,,,runs/transfer_matrix_memmap/llama/hotpotqa__nq__contrastive_logprob_recon__1.json
transfer,hotpotqa,nq,Llama-3.1-8B-Instruct,contrastive_logprob_recon,1,complete,n_tgt_test,4155.0,,,runs/transfer_matrix_memmap/llama/hotpotqa__nq__contrastive_logprob_recon__1.json
transfer,hotpotqa,popqa,Llama-3.1-8B-Instruct,contrastive_logprob_recon,1,complete,auroc,0.8383394965604857,,,runs/transfer_matrix_memmap/llama/hotpotqa__popqa__contrastive_logprob_recon__1.json
transfer,hotpotqa,popqa,Llama-3.1-8B-Instruct,contrastive_logprob_recon,1,complete,knn_auroc,0.8383394965604857,,,runs/transfer_matrix_memmap/llama/hotpotqa__popqa__contrastive_logprob_recon__1.json
transfer,hotpotqa,popqa,Llama-3.1-8B-Instruct,contrastive_logprob_recon,1,complete,mahalanobis_auroc,0.8311542518486903,,,runs/transfer_matrix_memmap/llama/hotpotqa__popqa__contrastive_logprob_recon__1.json
transfer,hotpotqa,popqa,Llama-3.1-8B-Instruct,contrastive_logprob_recon,1,complete,cosine_auroc,0.8031979868643789,,,runs/transfer_matrix_memmap/llama/hotpotqa__popqa__contrastive_logprob_recon__1.json
transfer,hotpotqa,popqa,Llama-3.1-8B-Instruct,contrastive_logprob_recon,1,complete,n_src_train,44996.0,,,runs/transfer_matrix_memmap/llama/hotpotqa__popqa__contrastive_logprob_recon__1.json
transfer,hotpotqa,popqa,Llama-3.1-8B-Instruct,contrastive_logprob_recon,1,complete,n_tgt_test,2797.0,,,runs/transfer_matrix_memmap/llama/hotpotqa__popqa__contrastive_logprob_recon__1.json
transfer,hotpotqa,sciq,Llama-3.1-8B-Instruct,contrastive_logprob_recon,1,complete,auroc,0.726640583622354,,,runs/transfer_matrix_memmap/llama/hotpotqa__sciq__contrastive_logprob_recon__1.json
transfer,hotpotqa,sciq,Llama-3.1-8B-Instruct,contrastive_logprob_recon,1,complete,knn_auroc,0.726640583622354,,,runs/transfer_matrix_memmap/llama/hotpotqa__sciq__contrastive_logprob_recon__1.json
transfer,hotpotqa,sciq,Llama-3.1-8B-Instruct,contrastive_logprob_recon,1,complete,mahalanobis_auroc,0.7138311322205326,,,runs/transfer_matrix_memmap/llama/hotpotqa__sciq__contrastive_logprob_recon__1.json
transfer,hotpotqa,sciq,Llama-3.1-8B-Instruct,contrastive_logprob_recon,1,complete,cosine_auroc,0.691740274384514,,,runs/transfer_matrix_memmap/llama/hotpotqa__sciq__contrastive_logprob_recon__1.json
transfer,hotpotqa,sciq,Llama-3.1-8B-Instruct,contrastive_logprob_recon,1,complete,n_src_train,44996.0,,,runs/transfer_matrix_memmap/llama/hotpotqa__sciq__contrastive_logprob_recon__1.json
transfer,hotpotqa,sciq,Llama-3.1-8B-Instruct,contrastive_logprob_recon,1,complete,n_tgt_test,1000.0,,,runs/transfer_matrix_memmap/llama/hotpotqa__sciq__contrastive_logprob_recon__1.json
transfer,hotpotqa,searchqa,Llama-3.1-8B-Instruct,contrastive_logprob_recon,1,complete,auroc,0.7239118285500177,,,runs/transfer_matrix_memmap/llama/hotpotqa__searchqa__contrastive_logprob_recon__1.json
transfer,hotpotqa,searchqa,Llama-3.1-8B-Instruct,contrastive_logprob_recon,1,complete,knn_auroc,0.7239118285500177,,,runs/transfer_matrix_memmap/llama/hotpotqa__searchqa__contrastive_logprob_recon__1.json
transfer,hotpotqa,searchqa,Llama-3.1-8B-Instruct,contrastive_logprob_recon,1,complete,mahalanobis_auroc,0.7213234383987972,,,runs/transfer_matrix_memmap/llama/hotpotqa__searchqa__contrastive_logprob_recon__1.json
transfer,hotpotqa,searchqa,Llama-3.1-8B-Instruct,contrastive_logprob_recon,1,complete,cosine_auroc,0.7029909450422499,,,runs/transfer_matrix_memmap/llama/hotpotqa__searchqa__contrastive_logprob_recon__1.json
transfer,hotpotqa,searchqa,Llama-3.1-8B-Instruct,contrastive_logprob_recon,1,complete,n_src_train,44996.0,,,runs/transfer_matrix_memmap/llama/hotpotqa__searchqa__contrastive_logprob_recon__1.json
transfer,hotpotqa,searchqa,Llama-3.1-8B-Instruct,contrastive_logprob_recon,1,complete,n_tgt_test,21609.0,,,runs/transfer_matrix_memmap/llama/hotpotqa__searchqa__contrastive_logprob_recon__1.json
transfer,hotpotqa,hotpotqa,Llama-3.1-8B-Instruct,contrastive_logprob_recon,2,complete,auroc,0.8525467658048759,,,runs/transfer_matrix_memmap/llama/hotpotqa__hotpotqa__contrastive_logprob_recon__2.json
